2018-02-28T13:46:19.651+0800 I CONTROL  [initandlisten] MongoDB starting : pid=29039 port=27002 dbpath=/usr/local/mongo-cluster-sharding/shards/node2/data/db 64-bit host=kieren.local
2018-02-28T13:46:19.652+0800 I CONTROL  [initandlisten] db version v3.4.7
2018-02-28T13:46:19.652+0800 I CONTROL  [initandlisten] git version: cf38c1b8a0a8dca4a11737581beafef4fe120bcd
2018-02-28T13:46:19.652+0800 I CONTROL  [initandlisten] OpenSSL version: OpenSSL 0.9.8zg 14 July 2015
2018-02-28T13:46:19.652+0800 I CONTROL  [initandlisten] allocator: system
2018-02-28T13:46:19.652+0800 I CONTROL  [initandlisten] modules: none
2018-02-28T13:46:19.652+0800 I CONTROL  [initandlisten] build environment:
2018-02-28T13:46:19.652+0800 I CONTROL  [initandlisten]     distarch: x86_64
2018-02-28T13:46:19.652+0800 I CONTROL  [initandlisten]     target_arch: x86_64
2018-02-28T13:46:19.652+0800 I CONTROL  [initandlisten] options: { config: "node2/mongodb.conf", net: { bindIp: "127.0.0.1", port: 27002 }, processManagement: { fork: true }, replication: { replSet: "set1" }, storage: { dbPath: "/usr/local/mongo-cluster-sharding/shards/node2/data/db" }, systemLog: { destination: "file", logAppend: true, path: "/usr/local/mongo-cluster-sharding/shards/node2/log/mongodb.log" } }
2018-02-28T13:46:19.654+0800 I STORAGE  [initandlisten] wiredtiger_open config: create,cache_size=3584M,session_max=20000,eviction=(threads_min=4,threads_max=4),config_base=false,statistics=(fast),log=(enabled=true,archive=true,path=journal,compressor=snappy),file_manager=(close_idle_time=100000),checkpoint=(wait=60,log_size=2GB),statistics_log=(wait=0),
2018-02-28T13:46:21.211+0800 I CONTROL  [initandlisten] 
2018-02-28T13:46:21.211+0800 I CONTROL  [initandlisten] ** WARNING: Access control is not enabled for the database.
2018-02-28T13:46:21.211+0800 I CONTROL  [initandlisten] **          Read and write access to data and configuration is unrestricted.
2018-02-28T13:46:21.211+0800 I CONTROL  [initandlisten] 
2018-02-28T13:46:21.211+0800 I CONTROL  [initandlisten] 
2018-02-28T13:46:21.211+0800 I CONTROL  [initandlisten] ** WARNING: soft rlimits too low. Number of files is 256, should be at least 1000
